CROS-EN091#The Melody of Awakening Dragon#UNLIMITED#SUPER_RARE#SPELL#EXCELLENT#B1#1.59##1
LCKC-EN028#The Melody of Awakening Dragon#FIRST#SECRET_RARE#SPELL#NEAR_MINT#B1#3.69##1
BLLR-EN068#Evilswarm Exciton Knight#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#2.48##1
DUDE-EN038#Mind Control#FIRST#ULTRA_RARE#SPELL#NEAR_MINT#B1#1.19##3
PGLD-EN067#Mind Control#FIRST#GOLD_RARE#SPELL#NEAR_MINT#B1#2.49##1
SHVA-EN059#Twin Twisters#FIRST#SECRET_RARE#SPELL#NEAR_MINT#B1#3.98##1
SR02-EN028#Trade-In#FIRST#COMMON#SPELL#GOOD#B1#2.39#EX/GD#4
LDK2-ENK28#Trade-In#FIRST#COMMON#SPELL#GOOD#B1#1.69#EX/GD#1
TU01-EN010#Trade-In#UNLIMITED#RARE#SPELL#EXCELLENT#B1#2.69##1
SR02-EN028#Trade-In#FIRST#COMMON#SPELL#NEAR_MINT#B1#2.89##1
SDRL-EN019#Trade-In#FIRST#COMMON#SPELL#NEAR_MINT#B1#1.39##1
GLD4-EN043#Trade-In#LIMITED#COMMON#SPELL#NEAR_MINT#B1#2.39##1
DUPO-EN028#Crowley, the First Propheseer#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#1.89##1
SDPL-EN017#Effect Veiler#FIRST#COMMON#MONSTER#NEAR_MINT#B1#0.99##3
YS17-EN020#Effect Veiler#FIRST#COMMON#MONSTER#EXCELLENT#B1#0.79##1
LEHD-ENC12#Effect Veiler#FIRST#COMMON#MONSTER#NEAR_MINT#B1#1.39##1
SR03-EN020#Maxx C#FIRST#COMMON#MONSTER#NEAR_MINT#B1#9.99##2
SR03-EN020#Maxx C#FIRST#COMMON#MONSTER#EXCELLENT#B1#8.99##1
DCR-084#Maxx C#UNLIMITED#SUPER_RARE#MONSTER#GOOD#B1##EX/GD#1
DCR-085#Dragged Down into the Grave#UNLIMITED#COMMON#SPELL#GOOD#B1##EX/GD#2
DCR-086#Dragged Down into the Grave#UNLIMITED#COMMON#SPELL#GOOD#B1###1
TSHD-EN060#Forbidden Graveyard#FIRST#COMMON#SPELL#NEAR_MINT#B1#0.29##1
OP09-EN021#Silent Graveyard#UNLIMITED#COMMON#SPELL#NEAR_MINT#B1#0.29##2
MP18-EN019#Set Rotation#FIRST#COMMON#SPELL#NEAR_MINT#B1#0.49##1
MP18-EN019#Set Rotation#FIRST#COMMON#SPELL#GOOD#B1#0.39#EX/GD#1
DUDE-EN039#Wave-Motion Cannon#FIRST#ULTRA_RARE#SPELL#NEAR_MINT#B1#0.39##3
SHVA-EN008#Goddess Skuld's Oracle#FIRST#SUPER_RARE#SPELL#NEAR_MINT#B1#0.39##2
DESO-EN056#Advance Draw#FIRST#SUPER_RARE#SPELL#NEAR_MINT#B1#0.49##3
SR06-EN025#Hand Destruction#FIRST#COMMON#SPELL#NEAR_MINT#B1#0.49##1
SR02-FR030#Destruction de Main (Hand Destruction FR)#FIRST#COMMON#SPELL#NEAR_MINT#B1#0.99##1
SDMM-FR028#Destruction de Main (Hand Destruction FR)#UNLIMITED#COMMON#SPELL#EXCELLENT#B1#0.89##1
EXFO-EN091#Curious, the Lightsworn Dominion#FIRST#SUPER_RARE#MONSTER#NEAR_MINT#B1###1
RIRA-EN081#Barricadeborg Blocker#UNLIMITED#COMMON#MONSTER#NEAR_MINT#B1#0.29##1
SDRR-EN041#Topologic Zeroboros#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#0.69##1
SDSB-EN015#Dogoran, the Mad Flame Kaiju#FIRST#COMMON#MONSTER#NEAR_MINT#B1#0.59##1
DASA-EN044#The Monarchs Stormforth#FIRST#SUPER_RARE#SPELL#NEAR_MINT#B1#0.29##3
SR06-EN000#Lilith, Lady of Lament#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1###1
HA01-EN022#Brionac, Dragon of the Ice Barrier#UNLIMITED#SECRET_RARE#MONSTER#NEAR_MINT#B1#4.39##1
HSRD-EN043#Stardust Spark Dragon#FIRST#SUPER_RARE#MONSTER#NEAR_MINT#B1###1
DUDE-EN012#Stardust Spark Dragon#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#0.29##1
LCKC-EN070#Ancient Fairy Dragon#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#0.69##1
CT06-EN002#Ancient Fairy Dragon#LIMITED#SECRET_RARE#MONSTER#GOOD#B1#1.39##1
BOSH-EN087#Gadarla, the Mystery Dust Kaiju#UNLIMITED#RARE#MONSTER#NEAR_MINT#B1#1.19##3
MP16-DE234#Gadarla, der mysteriose Staub-Kaiju (Gadarla, the Mystery Dust Kaiju DE)#FIRST#RARE#MONSTER#NEAR_MINT#B1#0.99##1
MACR-EN009#Predaplant Ophrys Scorpio#UNLIMITED#RARE#MONSTER#NEAR_MINT#B1#0.99##3
SR07-EN033#Shared Ride#FIRST#COMMON#SPELL#NEAR_MINT#B1#0.89##3
MP16-EN082#Brilliant Fusion#FIRST#SUPER_RARE#SPELL#NEAR_MINT#B1#1.89##1
LED2-EN001#Millennium-Eyes Illusionist#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#2.89##1
DRLG-EN022#Carboneddon#UNLIMITED#SUPER_RARE#MONSTER#NEAR_MINT#B1#1.89##1
CYHO-EN044#Crusadia Equimax#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#0.99##1
BLRR-EN097#Duelist Alliance#FIRST#ULTRA_RARE#SPELL#NEAR_MINT#B1#0.29##3
BLRR-EN058#Norito the Moral Leader#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#0.29##2
SDMP-EN042#Odd-Eyes Absolute Dragon#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#0.99##1
MP16-EN139#Odd-Eyes Vortex Dragon#FIRST#SECRET_RARE#MONSTER#NEAR_MINT#B1#1.98##1
DOCS-DE045#Buntaugiger Wirbeldrache (Odd-Eyes Vortex Dragon DE)#FIRST#SECRET_RARE#MONSTER#EXCELLENT#B1#4.69##1
PEVO-EN030#Odd-Eyes Vortex Dragon#FIRST#SUPER_RARE#MONSTER#NEAR_MINT#B1#0.91##1
SR08-EN004#Servant of Endymion#FIRST#COMMON#MONSTER#NEAR_MINT#B1#0.59##2
OP09-EN023#Imperial Order#UNLIMITED#COMMON#TRAP#NEAR_MINT#B1#0.59##2
OP09-EN023#Imperial Order#UNLIMITED#COMMON#TRAP#GOOD#B1#0.39##1
BLRR-EN049#Neo-Spacian Aqua Dolphin#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#1.59##1
DP03-EN005#Neo-Spacian Aqua Dolphin#FIRST#RARE#MONSTER#GOOD#B1#1.59##1
LED6-EN018#Neo-Spacian Aqua Dolphin#FIRST#COMMON#MONSTER#EXCELLENT#B1#0.29##2
SOFU-ENSE3#Neo Space Connector#LIMITED#SUPER_RARE#MONSTER#NEAR_MINT#B1#0.59##3
SOFU-ITSE3#Connettore del Neo Spazio (Neo Space Connector IT)#LIMITED#SUPER_RARE#MONSTER#EXCELLENT#B1#0.49##3
OP10-EN012#Orcustrated Babel#UNLIMITED#SUPER_RARE#SPELL#NEAR_MINT#B1#1.19##1
OP11-IT007#Orrore Arpa Orcustera (Orcust Harp Horror IT)#UNLIMITED#SUPER_RARE#MONSTER#NEAR_MINT#B1#1.69##1
SOFU-EN019#Thunder Dragondark#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#3.59##1
MP19-EN167#Thunder Dragondark#FIRST#SECRET_RARE#MONSTER#NEAR_MINT#B1#2.29##1
YGLD-ENA19#Left Leg of the Forbidden One#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#3.79##1
YGLD-ENA21#Left Arm of the Forbidden One#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#3.29##1
YGLD-ENA17#Exodia the Forbidden One#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#7.79##1
YGLD-ENA20#Right Arm of the Forbidden One#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#3.49##1
YGLD-ENA18#Right Leg of the Forbidden One#FIRST#ULTRA_RARE#MONSTER#NEAR_MINT#B1#3.89##1
CT05-EN001#Stardust Dragon#LIMITED#SECRET_RARE#MONSTER#EXCELLENT#B1#3.69##1
LC5D-EN056#Starlight Road#FIRST#ULTRA_RARE#TRAP#NEAR_MINT#B1#1.99##1
LC5D-EN056#Starlight Road#FIRST#ULTRA_RARE#TRAP#EXCELLENT#B1#1.89##1
GLD5-EN052#Starlight Road#UNLIMITED#GOLD_RARE#TRAP#EXCELLENT#B1#1.94##3
